Country,Urbanname,Year,Quarter,Month,  Ridership  ,ReferencePeriod,,,,,,,,,
India,Delhi,2007,,June,"19,962,500",Monthly,,,,,,,,,
India,Delhi,2007,,July,"20,205,000",Monthly,,,,,,,,,
India,Delhi,2007,,August,"20,447,500",Monthly,,,,,,,,,
India,Delhi,2007,,September,"20,690,000",Monthly,,,,,,,,,
India,Delhi,2007,,October,"20,932,500",Monthly,,,,,,,,,
India,Delhi,2007,,November,"21,175,000",Monthly,,,,,,,,,
India,Delhi,2007,,December,"21,417,500",Monthly,,,,,,,,,
India,Delhi,2008,,January,"21,660,000",Monthly,,,,,,,,,
India,Delhi,2004,,,"45,260,000",Yearly,,,,,,,,,
India,Delhi,2005,,,"97,820,000",Yearly,,,,,,,,,
India,Delhi,2006,,,"176,660,000",Yearly,,,,,,,,,
India,Delhi,2007,,,"228,125,000",Yearly,,,,,,,,,
India,Delhi,2008,,,"263,530,000",Yearly,,,,,,,,,
India,Delhi,2009,,,"335,435,000",Yearly,,,,,,,,,
India,Delhi,2010,,,"459,535,000",Yearly,,,,,,,,,
India,Delhi,2011,,,"605,900,000",Yearly,,,,,,,,,
India,Delhi,2012,,,"702,990,000",Yearly,,,,,,,,,
India,Delhi,2013,,,"799,350,000",Yearly,,,,,,,,,
India,Delhi,2014,,,"870,890,000",Yearly,,,,,,,,,
India,Delhi,2015,,,"949,000,000",Yearly,,,,,,,,,
Iran,Mashhad,2011,,,"4,837,731",Yearly,,,,,,,,,
Iran,Mashhad,2012,,,"25,882,611",Yearly,,,,,,,,,
Iran,Mashhad,2013,,,"30,828,379",Yearly,,,,,,,,,
Iran,Mashhad,2014,,,"32,641,775",Yearly,,,,,,,,,
Iran,Mashhad,2015,,,"37,047,714",Yearly,,,,,,,,,
Iran,Mashhad,2011,,October,"1,612,577",Monthly,,,,,,,,,
Iran,Mashhad,2011,,November,"1,612,577",Monthly,,,,,,,,,
Iran,Mashhad,2011,,December,"1,612,577",Monthly,,,,,,,,,
Iran,Mashhad,2012,,January,"1,703,294",Monthly,,,,,,,,,
Iran,Mashhad,2012,,February,"1,794,011",Monthly,,,,,,,,,
Iran,Mashhad,2012,,March,"1,884,728",Monthly,,,,,,,,,
Iran,Mashhad,2012,,April,"1,975,445",Monthly,,,,,,,,,
Iran,Mashhad,2012,,May,"2,066,162",Monthly,,,,,,,,,
Iran,Mashhad,2012,,June,"2,156,884",Monthly,,,,,,,,,
Iran,Mashhad,2012,,July,"2,191,230",Monthly,,,,,,,,,
Iran,Mashhad,2012,,August,"2,225,576",Monthly,,,,,,,,,
Iran,Mashhad,2012,,September,"2,259,922",Monthly,,,,,,,,,
Iran,Mashhad,2012,,October,"2,294,268",Monthly,,,,,,,,,
Iran,Mashhad,2012,,November,"2,328,614",Monthly,,,,,,,,,
Iran,Mashhad,2012,,December,"2,362,960",Monthly,,,,,,,,,
Iran,Mashhad,2013,,January,"2,397,306",Monthly,,,,,,,,,
Iran,Mashhad,2013,,February,"2,431,652",Monthly,,,,,,,,,
Iran,Mashhad,2013,,March,"2,465,998",Monthly,,,,,,,,,
Iran,Mashhad,2013,,April,"2,500,344",Monthly,,,,,,,,,
Iran,Mashhad,2013,,May,"2,534,690",Monthly,,,,,,,,,
Iran,Mashhad,2013,,June,"2,569,032",Monthly,,,,,,,,,
Iran,Mashhad,2013,,July,"2,581,625",Monthly,,,,,,,,,
Iran,Mashhad,2013,,August,"2,594,218",Monthly,,,,,,,,,
Iran,Mashhad,2013,,September,"2,606,811",Monthly,,,,,,,,,
Iran,Mashhad,2013,,October,"2,619,404",Monthly,,,,,,,,,
Iran,Mashhad,2013,,November,"2,631,997",Monthly,,,,,,,,,
Iran,Mashhad,2013,,December,"2,644,590",Monthly,,,,,,,,,
Iran,Mashhad,2014,,January,"2,657,183",Monthly,,,,,,,,,
Iran,Mashhad,2014,,February,"2,669,776",Monthly,,,,,,,,,
Iran,Mashhad,2014,,March,"2,682,369",Monthly,,,,,,,,,
Iran,Mashhad,2014,,April,"2,694,962",Monthly,,,,,,,,,
Iran,Mashhad,2014,,May,"2,707,555",Monthly,,,,,,,,,
Iran,Mashhad,2014,,June,"2,720,148",Monthly,,,,,,,,,
Iran,Mashhad,2014,,July,"2,750,745",Monthly,,,,,,,,,
Iran,Mashhad,2014,,August,"2,781,342",Monthly,,,,,,,,,
Iran,Mashhad,2014,,September,"2,811,939",Monthly,,,,,,,,,
Iran,Mashhad,2014,,October,"2,842,536",Monthly,,,,,,,,,
Iran,Mashhad,2014,,November,"2,873,133",Monthly,,,,,,,,,
Iran,Mashhad,2014,,December,"2,903,730",Monthly,,,,,,,,,
Iran,Mashhad,2015,,January,"2,934,327",Monthly,,,,,,,,,
Iran,Mashhad,2015,,February,"2,964,924",Monthly,,,,,,,,,
Iran,Mashhad,2015,,March,"2,995,521",Monthly,,,,,,,,,
Iran,Mashhad,2015,,April,"3,026,118",Monthly,,,,,,,,,
Iran,Mashhad,2015,,May,"3,056,715",Monthly,,,,,,,,,
Iran,Mashhad,2015,,June,"3,087,310",Monthly,,,,,,,,,
Iran,Mashhad,2015,,July,"3,117,907",Monthly,,,,,,,,,
Iran,Mashhad,2015,,August,"3,148,504",Monthly,,,,,,,,,
Iran,Mashhad,2015,,September,"3,179,101",Monthly,,,,,,,,,
Iran,Mashhad,2015,,October,"3,209,698",Monthly,,,,,,,,,
Iran,Mashhad,2015,,November,"3,240,295",Monthly,,,,,,,,,
Iran,Mashhad,2015,,December,"3,270,892",Monthly,,,,,,,,,
Iran,Tehran,2001,,,"39,000,000",Yearly,,,,,,,,,
Iran,Tehran,2002,,,"100,000,000",Yearly,,,,,,,,,
Iran,Tehran,2003,,,"156,000,000",Yearly,,,,,,,,,
Iran,Tehran,2004,,,"191,000,000",Yearly,,,,,,,,,
Iran,Tehran,2005,,,"218,000,000",Yearly,,,,,,,,,
Iran,Tehran,2006,,,"264,000,000",Yearly,,,,,,,,,
Iran,Tehran,2007,,,"330,000,000",Yearly,,,,,,,,,
Iran,Tehran,2008,,,"361,000,000",Yearly,,,,,,,,,
Iran,Tehran,2009,,,"389,000,000",Yearly,,,,,,,,,
Iran,Tehran,2010,,,"433,000,000",Yearly,,,,,,,,,
Iran,Tehran,2011,,,"486,000,000",Yearly,,,,,,,,,
Iran,Tehran,2012,,,"535,000,000",Yearly,,,,,,,,,
Iran,Tehran,2013,,,"595,000,000",Yearly,,,,,,,,,
Iran,Tehran,2014,,,"660,000,000",Yearly,,,,,,,,,
Iran,Tehran,2001,,August,"7,800,000",Monthly,,,,,,,,,
Iran,Tehran,2001,,September,"7,800,000",Monthly,,,,,,,,,
Iran,Tehran,2001,,October,"7,800,000",Monthly,,,,,,,,,
Iran,Tehran,2001,,November,"7,800,000",Monthly,,,,,,,,,
Iran,Tehran,2001,,December,"7,800,000",Monthly,,,,,,,,,
Iran,Tehran,2002,,January,"7,888,888",Monthly,,,,,,,,,
Iran,Tehran,2002,,February,"7,977,776",Monthly,,,,,,,,,
Iran,Tehran,2002,,March,"8,066,664",Monthly,,,,,,,,,
Iran,Tehran,2002,,April,"8,155,552",Monthly,,,,,,,,,
Iran,Tehran,2002,,May,"8,244,440",Monthly,,,,,,,,,
Iran,Tehran,2002,,June,"8,333,333",Monthly,,,,,,,,,
Iran,Tehran,2002,,July,"8,722,221",Monthly,,,,,,,,,
Iran,Tehran,2002,,August,"9,111,109",Monthly,,,,,,,,,
Iran,Tehran,2002,,September,"9,499,997",Monthly,,,,,,,,,
Iran,Tehran,2002,,October,"9,888,885",Monthly,,,,,,,,,
Iran,Tehran,2002,,November,"10,277,773",Monthly,,,,,,,,,
Iran,Tehran,2002,,December,"10,666,661",Monthly,,,,,,,,,
Iran,Tehran,2003,,January,"11,055,549",Monthly,,,,,,,,,
Iran,Tehran,2003,,February,"11,444,437",Monthly,,,,,,,,,
Iran,Tehran,2003,,March,"11,833,325",Monthly,,,,,,,,,
Iran,Tehran,2003,,April,"12,222,213",Monthly,,,,,,,,,
Iran,Tehran,2003,,May,"12,611,101",Monthly,,,,,,,,,
Iran,Tehran,2003,,June,"13,000,000",Monthly,,,,,,,,,
Iran,Tehran,2003,,July,"13,243,055",Monthly,,,,,,,,,
Iran,Tehran,2003,,August,"13,486,110",Monthly,,,,,,,,,
Iran,Tehran,2003,,September,"13,729,165",Monthly,,,,,,,,,
Iran,Tehran,2003,,October,"13,972,220",Monthly,,,,,,,,,
Iran,Tehran,2003,,November,"14,215,275",Monthly,,,,,,,,,
Iran,Tehran,2003,,December,"14,458,330",Monthly,,,,,,,,,
Iran,Tehran,2004,,January,"14,701,385",Monthly,,,,,,,,,
Iran,Tehran,2004,,February,"14,944,440",Monthly,,,,,,,,,
Iran,Tehran,2004,,March,"15,187,495",Monthly,,,,,,,,,
Iran,Tehran,2004,,April,"15,430,550",Monthly,,,,,,,,,
Iran,Tehran,2004,,May,"15,673,605",Monthly,,,,,,,,,
Iran,Tehran,2004,,June,"15,916,666",Monthly,,,,,,,,,
Iran,Tehran,2004,,July,"16,104,166",Monthly,,,,,,,,,
Iran,Tehran,2004,,August,"16,291,666",Monthly,,,,,,,,,
Iran,Tehran,2004,,September,"16,479,166",Monthly,,,,,,,,,
Iran,Tehran,2004,,October,"16,666,666",Monthly,,,,,,,,,
Iran,Tehran,2004,,November,"16,854,166",Monthly,,,,,,,,,
Iran,Tehran,2004,,December,"17,041,666",Monthly,,,,,,,,,
Iran,Tehran,2005,,January,"17,229,166",Monthly,,,,,,,,,
Iran,Tehran,2005,,February,"17,416,666",Monthly,,,,,,,,,
Iran,Tehran,2005,,March,"17,604,166",Monthly,,,,,,,,,
Iran,Tehran,2005,,April,"17,791,666",Monthly,,,,,,,,,
Iran,Tehran,2005,,May,"17,979,166",Monthly,,,,,,,,,
Iran,Tehran,2005,,June,"18,166,666",Monthly,,,,,,,,,
Iran,Tehran,2005,,July,"18,486,110",Monthly,,,,,,,,,
Iran,Tehran,2005,,August,"18,805,554",Monthly,,,,,,,,,
Iran,Tehran,2005,,September,"19,124,998",Monthly,,,,,,,,,
Iran,Tehran,2005,,October,"19,444,442",Monthly,,,,,,,,,
Iran,Tehran,2005,,November,"19,763,886",Monthly,,,,,,,,,
Iran,Tehran,2005,,December,"20,083,330",Monthly,,,,,,,,,
Iran,Tehran,2006,,January,"20,402,774",Monthly,,,,,,,,,
Iran,Tehran,2006,,February,"20,722,218",Monthly,,,,,,,,,
Iran,Tehran,2006,,March,"21,041,662",Monthly,,,,,,,,,
Iran,Tehran,2006,,April,"21,361,106",Monthly,,,,,,,,,
Iran,Tehran,2006,,May,"21,680,550",Monthly,,,,,,,,,
Iran,Tehran,2006,,June,"22,000,000",Monthly,,,,,,,,,
Iran,Tehran,2006,,July,"22,458,333",Monthly,,,,,,,,,
Iran,Tehran,2006,,August,"22,916,666",Monthly,,,,,,,,,
Iran,Tehran,2006,,September,"23,374,999",Monthly,,,,,,,,,
Iran,Tehran,2006,,October,"23,833,332",Monthly,,,,,,,,,
Iran,Tehran,2006,,November,"24,291,665",Monthly,,,,,,,,,
Iran,Tehran,2006,,December,"24,749,998",Monthly,,,,,,,,,
Iran,Tehran,2007,,January,"25,208,331",Monthly,,,,,,,,,
Iran,Tehran,2007,,February,"25,666,664",Monthly,,,,,,,,,
Iran,Tehran,2007,,March,"26,124,997",Monthly,,,,,,,,,
Iran,Tehran,2007,,April,"26,583,330",Monthly,,,,,,,,,
Iran,Tehran,2007,,May,"27,041,663",Monthly,,,,,,,,,
Iran,Tehran,2007,,June,"27,500,000",Monthly,,,,,,,,,
Iran,Tehran,2007,,July,"27,715,277",Monthly,,,,,,,,,
Iran,Tehran,2007,,August,"27,930,554",Monthly,,,,,,,,,
Iran,Tehran,2007,,September,"28,145,831",Monthly,,,,,,,,,
Iran,Tehran,2007,,October,"28,361,108",Monthly,,,,,,,,,
Iran,Tehran,2007,,November,"28,576,385",Monthly,,,,,,,,,
Iran,Tehran,2007,,December,"28,791,662",Monthly,,,,,,,,,
Iran,Tehran,2008,,January,"29,006,939",Monthly,,,,,,,,,
Iran,Tehran,2008,,February,"29,222,216",Monthly,,,,,,,,,
Iran,Tehran,2008,,March,"29,437,493",Monthly,,,,,,,,,
Iran,Tehran,2008,,April,"29,652,770",Monthly,,,,,,,,,
Iran,Tehran,2008,,May,"29,868,047",Monthly,,,,,,,,,
Iran,Tehran,2008,,June,"30,083,333",Monthly,,,,,,,,,
Iran,Tehran,2008,,July,"30,277,777",Monthly,,,,,,,,,
Iran,Tehran,2008,,August,"30,472,221",Monthly,,,,,,,,,
Iran,Tehran,2008,,September,"30,666,665",Monthly,,,,,,,,,
Iran,Tehran,2008,,October,"30,861,109",Monthly,,,,,,,,,
Iran,Tehran,2008,,November,"31,055,553",Monthly,,,,,,,,,
Iran,Tehran,2008,,December,"31,249,997",Monthly,,,,,,,,,
Iran,Tehran,2009,,January,"31,444,441",Monthly,,,,,,,,,
Iran,Tehran,2009,,February,"31,638,885",Monthly,,,,,,,,,
Iran,Tehran,2009,,March,"31,833,329",Monthly,,,,,,,,,
Iran,Tehran,2009,,April,"32,027,773",Monthly,,,,,,,,,
Iran,Tehran,2009,,May,"32,222,217",Monthly,,,,,,,,,
Iran,Tehran,2009,,June,"32,416,666",Monthly,,,,,,,,,
Iran,Tehran,2009,,July,"32,722,221",Monthly,,,,,,,,,
Iran,Tehran,2009,,August,"33,027,776",Monthly,,,,,,,,,
Iran,Tehran,2009,,September,"33,333,331",Monthly,,,,,,,,,
Iran,Tehran,2009,,October,"33,638,886",Monthly,,,,,,,,,
Iran,Tehran,2009,,November,"33,944,441",Monthly,,,,,,,,,
Iran,Tehran,2009,,December,"34,249,996",Monthly,,,,,,,,,
Iran,Tehran,2010,,January,"34,555,551",Monthly,,,,,,,,,
Iran,Tehran,2010,,February,"34,861,106",Monthly,,,,,,,,,
Iran,Tehran,2010,,March,"35,166,661",Monthly,,,,,,,,,
Iran,Tehran,2010,,April,"35,472,216",Monthly,,,,,,,,,
Iran,Tehran,2010,,May,"35,777,771",Monthly,,,,,,,,,
Iran,Tehran,2010,,June,"36,083,333",Monthly,,,,,,,,,
Iran,Tehran,2010,,July,"36,451,388",Monthly,,,,,,,,,
Iran,Tehran,2010,,August,"36,819,443",Monthly,,,,,,,,,
Iran,Tehran,2010,,September,"37,187,498",Monthly,,,,,,,,,
Iran,Tehran,2010,,October,"37,555,553",Monthly,,,,,,,,,
Iran,Tehran,2010,,November,"37,923,608",Monthly,,,,,,,,,
Iran,Tehran,2010,,December,"38,291,663",Monthly,,,,,,,,,
Iran,Tehran,2011,,January,"38,659,718",Monthly,,,,,,,,,
Iran,Tehran,2011,,February,"39,027,773",Monthly,,,,,,,,,
Iran,Tehran,2011,,March,"39,395,828",Monthly,,,,,,,,,
Iran,Tehran,2011,,April,"39,763,883",Monthly,,,,,,,,,
Iran,Tehran,2011,,May,"40,131,938",Monthly,,,,,,,,,
Iran,Tehran,2011,,June,"40,500,000",Monthly,,,,,,,,,
Iran,Tehran,2011,,July,"40,840,277",Monthly,,,,,,,,,
Iran,Tehran,2011,,August,"41,180,554",Monthly,,,,,,,,,
Iran,Tehran,2011,,September,"41,520,831",Monthly,,,,,,,,,
Iran,Tehran,2011,,October,"41,861,108",Monthly,,,,,,,,,
Iran,Tehran,2011,,November,"42,201,385",Monthly,,,,,,,,,
Iran,Tehran,2011,,December,"42,541,662",Monthly,,,,,,,,,
Iran,Tehran,2012,,January,"42,881,939",Monthly,,,,,,,,,
Iran,Tehran,2012,,February,"43,222,216",Monthly,,,,,,,,,
Iran,Tehran,2012,,March,"43,562,493",Monthly,,,,,,,,,
Iran,Tehran,2012,,April,"43,902,770",Monthly,,,,,,,,,
Iran,Tehran,2012,,May,"44,243,047",Monthly,,,,,,,,,
Iran,Tehran,2012,,June,"44,583,333",Monthly,,,,,,,,,
Iran,Tehran,2012,,July,"44,999,999",Monthly,,,,,,,,,
Iran,Tehran,2012,,August,"45,416,665",Monthly,,,,,,,,,
Iran,Tehran,2012,,September,"45,833,331",Monthly,,,,,,,,,
Iran,Tehran,2012,,October,"46,249,997",Monthly,,,,,,,,,
Iran,Tehran,2012,,November,"46,666,663",Monthly,,,,,,,,,
Iran,Tehran,2012,,December,"47,083,329",Monthly,,,,,,,,,
Iran,Tehran,2013,,January,"47,499,995",Monthly,,,,,,,,,
Iran,Tehran,2013,,February,"47,916,661",Monthly,,,,,,,,,
Iran,Tehran,2013,,March,"48,333,327",Monthly,,,,,,,,,
Iran,Tehran,2013,,April,"48,749,993",Monthly,,,,,,,,,
Iran,Tehran,2013,,May,"49,166,659",Monthly,,,,,,,,,
Iran,Tehran,2013,,June,"49,583,333",Monthly,,,,,,,,,
Iran,Tehran,2013,,July,"50,034,721",Monthly,,,,,,,,,
Iran,Tehran,2013,,August,"50,486,109",Monthly,,,,,,,,,
Iran,Tehran,2013,,September,"50,937,497",Monthly,,,,,,,,,
Iran,Tehran,2013,,October,"51,388,885",Monthly,,,,,,,,,
Iran,Tehran,2013,,November,"51,840,273",Monthly,,,,,,,,,
Iran,Tehran,2013,,December,"52,291,661",Monthly,,,,,,,,,
Iran,Tehran,2014,,January,"52,743,049",Monthly,,,,,,,,,
Iran,Tehran,2014,,February,"53,194,437",Monthly,,,,,,,,,
Iran,Tehran,2014,,March,"53,645,825",Monthly,,,,,,,,,
Iran,Tehran,2014,,April,"54,097,213",Monthly,,,,,,,,,
Iran,Tehran,2014,,May,"54,548,601",Monthly,,,,,,,,,
Iran,Tehran,2014,,June,"55,000,000",Monthly,,,,,,,,,
Iran,Tehran,2014,,July,"55,451,388",Monthly,,,,,,,,,
Iran,Tehran,2014,,August,"55,902,776",Monthly,,,,,,,,,
Iran,Tehran,2014,,September,"56,354,164",Monthly,,,,,,,,,
Iran,Tehran,2014,,October,"56,805,552",Monthly,,,,,,,,,
Iran,Tehran,2014,,November,"57,256,940",Monthly,,,,,,,,,
Iran,Tehran,2014,,December,"57,708,328",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,,"7,880,000",Yearly,,,,,,,,,
Italy,Torino (Turin),2007,,,"12,433,000",Yearly,,,,,,,,,
Italy,Torino (Turin),2008,,,"20,509,000",Yearly,,,,,,,,,
Italy,Torino (Turin),2009,,,"21,980,000",Yearly,,,,,,,,,
Italy,Torino (Turin),2010,,,"21,984,000",Yearly,,,,,,,,,
Italy,Torino (Turin),2011,,,"34,238,000",Yearly,,,,,,,,,
Italy,Torino (Turin),2012,,,"38,635,000",Yearly,,,,,,,,,
Italy,Torino (Turin),2013,,,"38,748,000",Yearly,,,,,,,,,
Italy,Torino (Turin),2014,,,"39,815,000",Yearly,,,,,,,,,
Italy,Torino (Turin),2015,,,"41,119,000",Yearly,,,,,,,,,
Italy,Torino (Turin),2006,,January,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,February,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,March,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,April,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,May,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,June,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,July,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,August,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,September,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,October,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,November,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2006,,December,"716,363",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,January,"769,649",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,February,"822,935",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,March,"876,221",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,April,"929,507",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,May,"982,793",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,June,"1,036,083",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,July,"1,092,166",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,August,"1,148,249",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,September,"1,204,332",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,October,"1,260,415",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,November,"1,316,498",Monthly,,,,,,,,,
Italy,Torino (Turin),2007,,December,"1,372,581",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,January,"1,428,664",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,February,"1,484,747",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,March,"1,540,830",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,April,"1,596,913",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,May,"1,652,996",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,June,"1,709,083",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,July,"1,719,298",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,August,"1,729,513",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,September,"1,739,728",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,October,"1,749,943",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,November,"1,760,158",Monthly,,,,,,,,,
Italy,Torino (Turin),2008,,December,"1,770,373",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,January,"1,780,588",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,February,"1,790,803",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,March,"1,801,018",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,April,"1,811,233",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,May,"1,821,448",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,June,"1,831,666",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,July,"1,831,693",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,August,"1,831,720",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,September,"1,831,747",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,October,"1,831,774",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,November,"1,831,801",Monthly,,,,,,,,,
Italy,Torino (Turin),2009,,December,"1,831,828",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,January,"1,831,855",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,February,"1,831,882",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,March,"1,831,909",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,April,"1,831,936",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,May,"1,831,963",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,June,"1,832,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,July,"1,917,097",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,August,"2,002,194",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,September,"2,087,291",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,October,"2,172,388",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,November,"2,257,485",Monthly,,,,,,,,,
Italy,Torino (Turin),2010,,December,"2,342,582",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,January,"2,427,679",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,February,"2,512,776",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,March,"2,597,873",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,April,"2,682,970",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,May,"2,768,067",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,June,"2,853,166",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,July,"2,883,700",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,August,"2,914,234",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,September,"2,944,768",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,October,"2,975,302",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,November,"3,005,836",Monthly,,,,,,,,,
Italy,Torino (Turin),2011,,December,"3,036,370",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,January,"3,066,904",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,February,"3,097,438",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,March,"3,127,972",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,April,"3,158,506",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,May,"3,189,040",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,June,"3,219,583",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,July,"3,220,367",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,August,"3,221,151",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,September,"3,221,935",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,October,"3,222,719",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,November,"3,223,503",Monthly,,,,,,,,,
Italy,Torino (Turin),2012,,December,"3,224,287",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,January,"3,225,071",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,February,"3,225,855",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,March,"3,226,639",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,April,"3,227,423",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,May,"3,228,207",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,June,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,July,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,August,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,September,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,October,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,November,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2013,,December,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,January,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,February,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,March,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,April,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,May,"3,229,000",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,June,"3,317,916",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,July,"3,326,971",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,August,"3,336,026",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,September,"3,345,081",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,October,"3,354,136",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,November,"3,363,191",Monthly,,,,,,,,,
Italy,Torino (Turin),2014,,December,"3,372,246",Monthly,,,,,,,,,
Italy,Torino (Turin),2015,,January,"3,381,301",Monthly,,,,,,,,,
Italy,Torino (Turin),2015,,February,"3,390,356",Monthly,,,,,,,,,
Italy,Torino (Turin),2015,,March,"3,399,411",Monthly,,,,,,,,,
Italy,Torino (Turin),2015,,April,"3,408,466",Monthly,,,,,,,,,
Italy,Torino (Turin),2015,,May,"3,417,521",Monthly,,,,,,,,,
Italy,Torino (Turin),2015,,June,"3,426,583",Monthly,,,,,,,,,
Italy,Torino (Turin),2015,,July,"3,435,638",Monthly,,,,,,,,,
Italy,Torino (Turin),2015,,August,"3,444,693",Monthly,,,,,,,,,
Italy,Torino (Turin),2015,,September,"3,453,748",Monthly,,,,,,,,,
