Region,Country,City,mean_PM10,Year,Number and location,Temporal coverage,Reference,,,,,,,,,,,,,,,,,,
,,,ug/m3,, of stations,(%),,,,,,,,,,,,,,,,,,,
AmrHI,Canada,Smithers,16,2008,1 urban residential station,NA,"Ministry of Environment (personal communication, November 2011)",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Squamish,14,2008,1 unknown station,NA,"Ministry of Environment (personal communication, November 2011)",,,,,,,,,,,,,,,,,,
AmrHI,Canada,St. Catharines,22,2008,1 Urban Commercial station,NA,"Ministry of Environment (personal communication, November 2011), calculated from PM2.5",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Sudbury,12,2008,1 Urban Commercial station,NA,"Ministry of Environment (personal communication, November 2011), calculated from PM2.5",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Terrace,13,2008,1 urban residential station,NA,"Ministry of Environment (personal communication, November 2011)",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Thunder Bay,13,2008,1 urban residential station,NA,"Ministry of Environment (personal communication, November 2011), calculated from PM2.5",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Toronto,21,2008,6 urban residential and 4 urban commercial  and stations,NA,"Ministry of Environment (personal communication, November 2011), calculated from PM2.5",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Trail ,14,2008,1 unknown station,NA,"Ministry of Environment (personal communication, November 2011)",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Trois-Rivières,22,2008,2 unknown stations,NA,"Ministry of Environment (personal communication, November 2011), calculated from PM2.5",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Vernon,22,2008,1 urban residential station,NA,"Ministry of Environment (personal communication, November 2011)",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Victoria,14,2008,1 unknown station,NA,"Ministry of Environment (personal communication, November 2011)",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Whistler,12,2008,1 urban residential station,NA,"Ministry of Environment (personal communication, November 2011), calculated from PM2.5",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Whitehorse,6,2008,1 Urban Commercial station,NA,"Ministry of Environment (personal communication, November 2011), calculated from PM2.5",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Williams Lake,19,2008,2 urban residential stations,NA,"Ministry of Environment (personal communication, November 2011)",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Windsor,26,2008,1 urban residential and 1 urban commercial stations,NA,"Ministry of Environment (personal communication, November 2011), calculated from PM2.5",,,,,,,,,,,,,,,,,,
AmrHI,Canada,Winnipeg,11,2008,1 Urban Commercial station,NA,"Ministry of Environment (personal communication, November 2011)",,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Alto Hospicio (Iquique),50,2008,NA,NA,Sistema Nacional de Informacion Ambiental (SINIA).Informe - Relacion de la norma de calidad primaria MP2.5 con la nirma de calidad primaria de MP10. (accessed 3 May 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Antofagasta,39,2009,3 stations,NA,Sistema Nacional de Informacion Ambiental (SINIA). Monitoreo del Aire. (accessed 30 September 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Arauco,43,2008,NA,NA,Sistema Nacional de Informacion Ambiental (SINIA).Informe - Relacion de la norma de calidad primaria MP2.5 con la nirma de calidad primaria de MP10. (accessed 3 May 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Arica,41,2008,NA,NA,Sistema Nacional de Informacion Ambiental (SINIA).Informe - Relacion de la norma de calidad primaria MP2.5 con la nirma de calidad primaria de MP10. (accessed 3 May 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Calama,42,2009,NA,NA,Sistema Nacional de Informacion Ambiental (SINIA).Informe - Relacion de la norma de calidad primaria MP2.5 con la nirma de calidad primaria de MP10. (accessed 3 May 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Chillan,52,2007,NA,NA,Sistema Nacional de Informacion Ambiental (SINIA).Informe - Relacion de la norma de calidad primaria MP2.5 con la nirma de calidad primaria de MP10. (accessed 3 May 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Concepcion,49,2007,NA,NA,Sistema Nacional de Informacion Ambiental (SINIA).Informe - Relacion de la norma de calidad primaria MP2.5 con la nirma de calidad primaria de MP10. (accessed 3 May 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,La Calera,58,2009,1 station,NA,Sistema Nacional de Informacion Ambiental (SINIA). Monitoreo del Aire. (accessed 30 September 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Rancagua,74,2010,1 station,NA,Sistema Nacional de Informacion Ambiental (SINIA). Monitoreo del Aire. (accessed 30 September 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Santiago,71,2009,1 station,NA,Sistema Nacional de Informacion Ambiental (SINIA). Monitoreo del Aire. (accessed 30 September 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Talca,49,2007,3 stations,NA,Sistema Nacional de Informacion Ambiental (SINIA). Monitoreo del Aire. (accessed 30 September 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Temuco,44,2010,1 station,NA,Sistema Nacional de Informacion Ambiental (SINIA). Monitoreo del Aire. (accessed 30 September 2011).,,,,,,,,,,,,,,,,,,
AmrLMI,Chile,Valparaiso,43,2007,NA,NA,Sistema Nacional de Informacion Ambiental (SINIA).Informe - Relacion de la norma de calidad primaria MP2.5 con la nirma de calidad primaria de MP10. (accessed 3 May 2011).,,,,,,,,,,,,,,,,,,
WprLMI,China,Beijing,121,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Changchun,85,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Changsha,92,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Chengdu,111,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Chongqing,105,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Fuzhou,64,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Guangzhou,70,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Guiyang,74,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Haikou,38,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Hangzhou,97,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Harbin,101,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Hefei,111,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Hohhot,74,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Hong Kong,50,2009,NA,NA,"Air quality in Hong Kong 2009, Air Science Group, Environment Protection Department, The Government of the Hong Kong Special Administrative Region. Hong Kong 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Jinan,123,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Kunming,67,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Lanzhou,150,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Lhasa,50,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Nanchang,79,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Nanjing,100,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Nanning,50,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Shanghai,81,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Shenyang,110,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Shijiazhuang,104,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Taiyuan,106,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Tianjin,101,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Urumqi,140,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Wuhan,105,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Xi'an,113,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Xining,141,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Yinchuan,90,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
WprLMI,China,Zhengzhou,99,2009,NA,NA,"China Statistical Yearbook 2010. Nattional Bureau of Statistics, 2010.",,,,,,,,,,,,,,,,,,
AmrLMI,Colombia,Bogota,77,2007,NA,NA,Secretaria Distrital Ambiente - Informe Annual de Qualidad del Aire Bogota; http://www.secretariadeambiente.gov.co/sda/libreria/pdf/InformeAnual/Informe2008.pdf (accessed 5 May 2011),,,,,,,,,,,,,,,,,,
AmrLMI,Colombia,Calli,54,2005,NA,NA,Departamento Administrativo de Gestion de Medio Ambiente - Informe Calidad del Aire; http://www.cali.gov.co/cinterno/publicaciones.php?id=1024 (accessed 5 May 2011),,,,,,,,,,,,,,,,,,
AmrLMI,Colombia,Medellin,68,2007,NA,NA,Redaire - Red de Vigilancia de la calidad del aire; http://www.unalmed.edu.co/redaire/index.php (accessed 5 May 2011),,,,,,,,,,,,,,,,,,
AmrLMI,Costa Rica,San Jose,28,2007,NA,NA,"Ministerio de Ambiente, Energia y Telecomunicaciones (MINAET) - Dirección de Gestión de Calidad Ambiental; http://www.digeca.go.cr/documentos/aire/SEGUNDO%20INFORME%20CALIDAD%20DE%20AIRE%20FINAL%202.pdf (accessed 29 May 2011)",,,,,,,,,,,,,,,,,,
EurHI,Croatia,Osijek,37,2008,1 urban traffic station,99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Croatia,Rijeka,25,2008,1 urban traffic station,96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Croatia,Zagreb,34,2008,3 urban traffic stations,97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Cyprus,Nicosia,53,2007,1 urban traffic station,99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Brno,32,2008,"0 urban background, 1 suburban background, 3 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Ceské Budejovice,20,2008,"1 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Jihlava,21,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Kladno,29,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Liberec,30,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Ostrava,38,2008,"2 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Pardubice,26,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Plzen,24,2008,"2 urban background, 1 suburban background, 2 urban traffic, and 0 traffic suburban stations",95,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Praha,27,2008,"2 urban background, 4 suburban background, 8 urban traffic, and 0 traffic suburban stations",93,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Ústí nad Labem,33,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Czech Republic,Zlín,26,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Denmark,Århus,27,2008,"0 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",93,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Denmark,København,26,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",86,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Denmark,Odense,31,2008,"0 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",77,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
AmrLMI,Ecuador,Cuenca,38,2009,"2 stations, center and south (the one located 300 m from industrial parc was discarded)",NA,"Informe de la calidad del Aire Cuenca, 2009. http://www.cuencaire.org/ (accessed 29 April 2011)",,,,,,,,,,,,,,,,,,
AmrLMI,Ecuador,Quito,34,2009,7 stations,NA,Informe de la Calidad del Aire del Distrito Metropolitano Quito 2009.http://remmaq.corpaire.org/paginas/articulos.html (accessed 29 April 2011),,,,,,,,,,,,,,,,,,
EmrLMI,Egypt,Greater Cairo,138,2008,"3 traffic, 9 residential and 3 mixed industrial/residential stations",NA,Egypt State of Environment Report 2008,,,,,,,,,,,,,,,,,,
AmrLMI,El Salvador,San Salvador,48,2007,3 stations,NA,"Perfil de proyecto - Ministerio de Medio Ambiente y Recursos Naturales, Direccion General de Inspectoria Ambiental",,,,,,,,,,,,,,,,,,
AmrLMI,El Salvador,Soyapango,56,2007,1 station,NA,"Perfil de proyecto - Ministerio de Medio Ambiente y Recursos Naturales, Direccion General de Inspectoria Ambiental",,,,,,,,,,,,,,,,,,
EurHI,Estonia,Tallinn,11,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Finland,Helsinki,20,2008,"1 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Finland,Oulu,14,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Aix-en-Provence,29,2008,"1 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Ajaccio,28,2008,"0 urban background, 2 suburban background, 0 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Amiens,26,2008,"1 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
